ProductName,Category,StorageCondition,DaysUntilExpiration,DaysSinceOpened,IsOpened,IsSensitive,Quantity,PreviousWasteCount,PreviousSharedCount,Season,RiskScore,RiskLabel
Sucuk,Et Ürünleri,Buzdolabı,9,0,False,True,0.38,6,5,Sonbahar,37,Medium
Kıyma,Et Ürünleri,Oda Sıcaklığı,-1,0,False,True,3.92,1,1,Sonbahar,80,Critical
Ayran,Süt Ürünleri,Oda Sıcaklığı,3,7,True,True,4.35,2,0,Kış,100,Critical
Meyve Suyu,İçecek,Oda Sıcaklığı,0,0,False,True,4.51,2,2,Yaz,90,Critical
Çorba,Pişmiş Yemek,Dondurucu,-2,0,False,True,2.34,0,3,Sonbahar,42,Medium
Kıyma,Et Ürünleri,Dondurucu,-1,2,True,True,4.84,6,1,Kış,90,Critical
Kapalı Konserve,Konserve,Dondurucu,235,7,True,False,0.41,4,3,Yaz,39,Medium
Ayran,Süt Ürünleri,Oda Sıcaklığı,3,0,False,True,2.19,6,2,Kış,78,High
Mercimek,Kuru Gıda,Buzdolabı,21,1,True,False,4.78,2,3,Kış,22,Low
Domates,Sebze,Buzdolabı,5,0,False,True,2.42,1,2,İlkbahar,36,Medium
Ayran,Süt Ürünleri,Oda Sıcaklığı,1,1,True,True,0.53,2,1,Yaz,100,Critical
Patates,Sebze,Buzdolabı,15,0,False,False,3.78,6,2,Kış,20,Low
Salam,Et Ürünleri,Oda Sıcaklığı,5,0,False,True,4.09,2,0,İlkbahar,66,High
Poğaça,Fırın Ürünü,Dondurucu,-1,4,True,True,2.13,6,3,Kış,94,Critical
Soğan,Sebze,Dondurucu,2,0,False,False,4.46,2,4,Sonbahar,23,Low
Sucuk,Et Ürünleri,Dondurucu,0,6,True,True,4.97,4,3,Kış,95,Critical
Simit,Fırın Ürünü,Oda Sıcaklığı,0,5,True,False,2.45,0,1,Yaz,80,Critical
Simit,Fırın Ürünü,Oda Sıcaklığı,-1,0,False,False,3.1,0,0,Yaz,45,Medium
Açılmış Konserve,Konserve,Oda Sıcaklığı,-3,4,True,True,3.63,3,4,İlkbahar,100,Critical
Zeytin,Kahvaltılık,Oda Sıcaklığı,8,2,True,False,0.84,5,1,Kış,50,Medium
Açılmış Konserve,Konserve,Dondurucu,4,8,True,True,2.5,4,4,Yaz,81,Critical
Çorba,Pişmiş Yemek,Oda Sıcaklığı,2,4,True,True,1.86,3,1,Sonbahar,100,Critical
Portakal,Meyve,Oda Sıcaklığı,15,0,False,False,1.65,5,3,İlkbahar,18,Low
Pişmiş Makarna,Pişmiş Yemek,Dondurucu,2,4,True,True,0.99,6,0,Sonbahar,90,Critical
Tavuk,Et Ürünleri,Dondurucu,4,5,True,True,2.57,1,0,Yaz,77,High
Havuç,Sebze,Dondurucu,14,6,True,False,1.82,4,1,Yaz,43,Medium
Zeytinyağlı Yemek,Pişmiş Yemek,Oda Sıcaklığı,0,4,True,True,3.91,2,2,Yaz,100,Critical
Marul,Sebze,Dondurucu,-3,8,True,True,0.34,6,3,Kış,100,Critical
Pişmiş Makarna,Pişmiş Yemek,Buzdolabı,-1,5,True,True,2.69,5,3,İlkbahar,100,Critical
Portakal,Meyve,Oda Sıcaklığı,12,3,True,False,4.71,2,4,Sonbahar,32,Medium
Tavuk,Et Ürünleri,Buzdolabı,-1,6,True,True,0.92,6,3,İlkbahar,100,Critical
Biber,Sebze,Oda Sıcaklığı,7,0,False,True,0.57,1,3,İlkbahar,43,Medium
Kabak,Sebze,Buzdolabı,2,0,False,True,2.92,5,1,İlkbahar,64,High
Mercimek,Kuru Gıda,Oda Sıcaklığı,159,0,False,False,3.72,2,1,İlkbahar,10,Low
Salam,Et Ürünleri,Dondurucu,6,3,True,True,4.32,5,0,Kış,63,High
Armut,Meyve,Oda Sıcaklığı,-3,4,True,True,3.85,4,4,Sonbahar,100,Critical
Pirinç,Kuru Gıda,Oda Sıcaklığı,124,0,False,False,3.55,1,4,İlkbahar,0,Low
Açılmış Konserve,Konserve,Buzdolabı,2,0,False,True,4.82,4,4,İlkbahar,54,Medium
Limon,Meyve,Oda Sıcaklığı,10,6,True,False,0.88,5,3,Yaz,63,High
Çorba,Pişmiş Yemek,Dondurucu,3,6,True,True,4.61,2,2,İlkbahar,69,High
Tost Ekmeği,Fırın Ürünü,Oda Sıcaklığı,3,2,True,False,2.63,2,0,Yaz,53,Medium
Ekmek,Fırın Ürünü,Oda Sıcaklığı,-1,2,True,False,3.23,5,4,Yaz,77,High
Elma,Meyve,Buzdolabı,4,0,False,False,0.77,5,3,Yaz,35,Medium
Karpuz,Meyve,Oda Sıcaklığı,-3,1,True,True,4.58,6,5,İlkbahar,100,Critical
Domates,Sebze,Dondurucu,5,8,True,True,1.51,5,0,Kış,85,Critical
Makarna,Kuru Gıda,Dondurucu,196,0,False,False,0.56,1,1,Sonbahar,0,Low
Peynir,Süt Ürünleri,Oda Sıcaklığı,13,0,False,True,3.43,1,1,İlkbahar,39,Medium
Kapalı Konserve,Konserve,Oda Sıcaklığı,135,3,True,False,3.73,3,5,İlkbahar,34,Medium
Krema,Süt Ürünleri,Dondurucu,0,0,False,True,4.23,1,5,Yaz,50,Medium
Portakal,Meyve,Dondurucu,8,0,False,False,2.83,0,2,İlkbahar,0,Low
Tost Ekmeği,Fırın Ürünü,Buzdolabı,3,0,False,False,1.69,6,5,İlkbahar,35,Medium
Sucuk,Et Ürünleri,Buzdolabı,18,0,False,True,1.87,5,0,İlkbahar,35,Medium
Yoğurt,Süt Ürünleri,Buzdolabı,8,0,False,True,2.61,6,1,Sonbahar,45,Medium
Ayran,Süt Ürünleri,Oda Sıcaklığı,5,2,True,True,1.52,6,0,Yaz,100,Critical
Un,Kuru Gıda,Oda Sıcaklığı,50,3,True,False,4.87,0,4,Kış,24,Low
Süt,Süt Ürünleri,Buzdolabı,6,6,True,True,1.82,2,2,Yaz,72,High
Kapalı Konserve,Konserve,Buzdolabı,41,0,False,False,2.63,6,1,Kış,22,Low
Yoğurt,Süt Ürünleri,Buzdolabı,2,0,False,True,4.75,3,3,Yaz,60,High
Tost Ekmeği,Fırın Ürünü,Dondurucu,5,1,True,False,1.51,3,5,Sonbahar,35,Medium
Biber,Sebze,Oda Sıcaklığı,3,6,True,True,4.75,5,3,Kış,100,Critical
Zeytin,Kahvaltılık,Oda Sıcaklığı,38,0,False,False,4.76,3,3,Kış,10,Low
Kaşar Peyniri,Süt Ürünleri,Oda Sıcaklığı,21,8,True,True,0.58,4,0,Yaz,98,Critical
Reçel,Kahvaltılık,Buzdolabı,48,7,True,False,2.56,6,0,Yaz,61,High
Pirinç,Kuru Gıda,Dondurucu,58,0,False,False,3.12,6,4,İlkbahar,8,Low
Süt,Süt Ürünleri,Buzdolabı,0,3,True,True,0.41,1,4,Yaz,88,Critical
Nohut,Kuru Gıda,Buzdolabı,64,0,False,False,4.63,0,0,İlkbahar,0,Low
Kabak,Sebze,Buzdolabı,3,0,False,True,2.88,4,4,İlkbahar,44,Medium
Tost Ekmeği,Fırın Ürünü,Dondurucu,-2,5,True,False,0.86,5,2,İlkbahar,86,Critical
Un,Kuru Gıda,Buzdolabı,11,0,False,False,3.86,6,4,Yaz,16,Low
Tavuk,Et Ürünleri,Buzdolabı,2,9,True,True,4.94,1,4,İlkbahar,79,High
Biber,Sebze,Dondurucu,6,0,False,True,3.06,3,0,İlkbahar,27,Low
Çorba,Pişmiş Yemek,Dondurucu,1,0,False,True,2.08,0,4,Yaz,38,Medium
Zeytinyağlı Yemek,Pişmiş Yemek,Buzdolabı,-3,0,False,True,2.32,3,2,İlkbahar,64,High
Kırmızı Et,Et Ürünleri,Dondurucu,0,0,False,True,3.28,0,4,İlkbahar,40,Medium
Kıyma,Et Ürünleri,Oda Sıcaklığı,-3,6,True,True,2.89,6,5,İlkbahar,100,Critical
Çilek,Meyve,Buzdolabı,-3,0,False,True,0.94,6,5,İlkbahar,70,High
Etli Yemek,Pişmiş Yemek,Dondurucu,-1,0,False,True,2.37,0,3,Kış,42,Medium
Kırmızı Et,Et Ürünleri,Dondurucu,-2,0,False,True,2.43,0,1,Kış,46,Medium
Bulgur,Kuru Gıda,Dondurucu,109,10,True,False,3.9,4,3,Sonbahar,39,Medium
Mercimek,Kuru Gıda,Buzdolabı,83,0,False,False,4.25,1,0,Kış,4,Low
Kapalı Konserve,Konserve,Dondurucu,40,8,True,False,1.59,4,3,Yaz,39,Medium
Portakal,Meyve,Oda Sıcaklığı,12,0,False,False,0.38,0,5,Yaz,0,Low
Balık,Et Ürünleri,Oda Sıcaklığı,2,3,True,True,3.51,4,1,Yaz,100,Critical
Soğan,Sebze,Dondurucu,24,0,False,False,4.81,5,0,Yaz,12,Low
Ekmek,Fırın Ürünü,Dondurucu,-3,9,True,False,4.3,6,4,Yaz,86,Critical
Domates,Sebze,Buzdolabı,5,8,True,True,4.58,3,2,Sonbahar,81,Critical
Sucuk,Et Ürünleri,Buzdolabı,14,0,False,True,1.19,0,3,Kış,9,Low
Karpuz,Meyve,Dondurucu,-2,3,True,True,3.25,0,3,İlkbahar,70,High
Pişmiş Pilav,Pişmiş Yemek,Dondurucu,3,6,True,True,4.11,4,4,İlkbahar,73,High
Meyve Suyu,İçecek,Buzdolabı,4,0,False,True,0.79,5,5,Kış,46,Medium
Kırmızı Et,Et Ürünleri,Oda Sıcaklığı,5,0,False,True,4.68,2,2,Sonbahar,62,High
Pirinç,Kuru Gıda,Buzdolabı,55,3,True,False,3.55,2,4,İlkbahar,28,Low
Limon,Meyve,Dondurucu,6,0,False,False,0.83,1,4,Yaz,0,Low
Şeker,Kuru Gıda,Dondurucu,122,0,False,False,1.64,2,2,Yaz,0,Low
Bulgur,Kuru Gıda,Buzdolabı,157,2,True,False,2.14,4,5,Yaz,26,Low
Poğaça,Fırın Ürünü,Dondurucu,3,4,True,True,4.69,5,5,İlkbahar,66,High
Soğan,Sebze,Buzdolabı,23,0,False,False,0.36,1,3,Yaz,0,Low
Sucuk,Et Ürünleri,Dondurucu,-1,7,True,True,1.64,1,2,Yaz,93,Critical
Şeker,Kuru Gıda,Buzdolabı,165,8,True,False,2.43,5,4,Kış,49,Medium
Reçel,Kahvaltılık,Buzdolabı,43,0,False,False,1.84,1,5,Sonbahar,0,Low
Mercimek,Kuru Gıda,Buzdolabı,79,1,True,False,3.94,2,1,Kış,26,Low
Marul,Sebze,Oda Sıcaklığı,2,0,False,True,4.61,6,1,Yaz,98,Critical
Mercimek,Kuru Gıda,Buzdolabı,40,0,False,False,2.43,2,0,Yaz,8,Low
Biber,Sebze,Buzdolabı,7,0,False,True,2.6,4,2,Yaz,43,Medium
Ayran,Süt Ürünleri,Dondurucu,0,0,False,True,1.96,0,1,İlkbahar,46,Medium
Zeytin,Kahvaltılık,Dondurucu,44,0,False,False,2.33,6,5,Sonbahar,6,Low
Soğan,Sebze,Oda Sıcaklığı,1,0,False,False,2.98,4,2,Kış,47,Medium
Armut,Meyve,Buzdolabı,-2,2,True,True,3.48,0,2,Sonbahar,72,High
Kıyma,Et Ürünleri,Buzdolabı,0,8,True,True,0.66,1,5,Sonbahar,87,Critical
Tavuk,Et Ürünleri,Dondurucu,2,3,True,True,1.94,5,2,Yaz,90,Critical
Ayran,Süt Ürünleri,Dondurucu,0,0,False,True,0.93,0,4,Yaz,48,Medium
Balık,Et Ürünleri,Dondurucu,1,1,True,True,0.99,3,5,İlkbahar,60,High
Açılmış Konserve,Konserve,Oda Sıcaklığı,1,0,False,True,2.84,3,4,Sonbahar,72,High
Un,Kuru Gıda,Buzdolabı,104,0,False,False,2.93,3,0,Kış,12,Low
Çilek,Meyve,Dondurucu,0,0,False,True,3.58,1,2,İlkbahar,48,Medium
Üzüm,Meyve,Buzdolabı,4,0,False,True,3.88,4,3,İlkbahar,46,Medium
Süt,Süt Ürünleri,Buzdolabı,-1,0,False,True,4.29,2,0,Sonbahar,64,High
Soğan,Sebze,Buzdolabı,14,0,False,False,1.36,2,2,İlkbahar,4,Low
Reçel,Kahvaltılık,Dondurucu,79,6,True,False,4.65,4,4,Kış,37,Medium
Muz,Meyve,Dondurucu,0,2,True,True,0.5,3,0,Sonbahar,80,Critical
Ayran,Süt Ürünleri,Oda Sıcaklığı,1,8,True,True,3.49,0,1,Kış,100,Critical
Mercimek,Kuru Gıda,Buzdolabı,117,0,False,False,0.28,0,5,Sonbahar,0,Low
Havuç,Sebze,Oda Sıcaklığı,4,6,True,False,3.51,4,0,Kış,78,High
Krema,Süt Ürünleri,Dondurucu,1,1,True,True,3.36,6,5,Yaz,80,Critical
Brokoli,Sebze,Dondurucu,6,0,False,True,4.05,3,3,Yaz,29,Low
Poğaça,Fırın Ürünü,Dondurucu,3,0,False,True,3.41,2,4,Sonbahar,28,Low
Havuç,Sebze,Oda Sıcaklığı,-2,2,True,False,3.35,0,1,Kış,63,High
Peynir,Süt Ürünleri,Buzdolabı,16,0,False,True,4.43,0,5,İlkbahar,5,Low
Meyve Suyu,İçecek,Dondurucu,-2,7,True,True,2.94,2,5,Yaz,91,Critical
Kıyma,Et Ürünleri,Oda Sıcaklığı,0,0,False,True,1.42,3,1,Yaz,96,Critical
Krema,Süt Ürünleri,Oda Sıcaklığı,6,1,True,True,0.42,1,4,Sonbahar,61,High
Pişmiş Pilav,Pişmiş Yemek,Buzdolabı,0,8,True,True,4.03,0,1,İlkbahar,91,Critical
Çorba,Pişmiş Yemek,Buzdolabı,3,10,True,True,0.52,5,2,İlkbahar,89,Critical
Tost Ekmeği,Fırın Ürünü,Dondurucu,7,4,True,False,2.61,0,3,Sonbahar,22,Low
Peynir,Süt Ürünleri,Oda Sıcaklığı,0,7,True,True,4.79,1,0,İlkbahar,100,Critical
Un,Kuru Gıda,Dondurucu,17,5,True,False,3.54,2,4,Yaz,29,Low
Kıyma,Et Ürünleri,Dondurucu,1,2,True,True,3.78,3,3,İlkbahar,64,High
Kırmızı Et,Et Ürünleri,Buzdolabı,1,0,False,True,4.48,6,5,Yaz,68,High
Kıyma,Et Ürünleri,Oda Sıcaklığı,-3,0,False,True,3.89,1,2,Kış,78,High
Zeytin,Kahvaltılık,Dondurucu,-2,8,True,False,2.1,5,2,İlkbahar,86,Critical
Un,Kuru Gıda,Dondurucu,51,0,False,False,3.27,5,2,İlkbahar,8,Low
Armut,Meyve,Buzdolabı,3,0,False,True,3.44,2,1,Yaz,50,Medium
Zeytinyağlı Yemek,Pişmiş Yemek,Dondurucu,1,0,False,True,3.52,0,5,Yaz,36,Medium
Çilek,Meyve,Dondurucu,4,5,True,True,0.64,4,4,İlkbahar,73,High
Salatalık,Sebze,Oda Sıcaklığı,2,3,True,True,2.74,2,4,Sonbahar,96,Critical
Karpuz,Meyve,Buzdolabı,6,7,True,True,2.87,6,0,Kış,84,Critical
Pişmiş Pilav,Pişmiş Yemek,Oda Sıcaklığı,0,3,True,True,4.71,2,3,İlkbahar,100,Critical
Havuç,Sebze,Oda Sıcaklığı,-2,0,False,False,1.5,2,2,Kış,49,Medium
Çorba,Pişmiş Yemek,Dondurucu,-3,10,True,True,1.63,4,5,Sonbahar,91,Critical
Şeker,Kuru Gıda,Buzdolabı,143,2,True,False,2.35,3,0,İlkbahar,32,Medium
Üzüm,Meyve,Oda Sıcaklığı,1,3,True,True,2.82,1,1,Kış,98,Critical
Mercimek,Kuru Gıda,Buzdolabı,45,0,False,False,3.38,3,5,Sonbahar,2,Low
Nohut,Kuru Gıda,Buzdolabı,101,0,False,False,3.56,1,2,Kış,0,Low
Açılmış Konserve,Konserve,Buzdolabı,1,0,False,True,0.43,6,4,Yaz,70,High
Muz,Meyve,Dondurucu,-1,0,False,True,1.05,0,0,İlkbahar,48,Medium
Balık,Et Ürünleri,Oda Sıcaklığı,0,9,True,True,4.48,5,4,İlkbahar,100,Critical
Üzüm,Meyve,Buzdolabı,7,0,False,True,2.54,1,1,Sonbahar,25,Low
Açılmış Konserve,Konserve,Buzdolabı,-2,0,False,True,4.78,3,3,Sonbahar,62,High
Lavaş,Fırın Ürünü,Buzdolabı,-2,0,False,False,3.06,3,2,Kış,49,Medium
Simit,Fırın Ürünü,Oda Sıcaklığı,0,4,True,False,2.55,5,2,Sonbahar,89,Critical
Meyve Suyu,İçecek,Dondurucu,5,0,False,True,1.31,0,2,Kış,24,Low
Kabak,Sebze,Buzdolabı,-3,3,True,True,3.59,6,3,Sonbahar,100,Critical
Biber,Sebze,Buzdolabı,4,0,False,True,3.54,1,3,İlkbahar,34,Medium
Bulgur,Kuru Gıda,Dondurucu,2,0,False,False,1.27,6,5,İlkbahar,37,Medium
Ispanak,Sebze,Buzdolabı,2,0,False,True,0.35,1,5,Yaz,48,Medium
Biber,Sebze,Oda Sıcaklığı,2,0,False,True,0.28,1,2,Sonbahar,68,High
Zeytin,Kahvaltılık,Dondurucu,42,3,True,False,0.96,4,2,Sonbahar,32,Medium
Tost Ekmeği,Fırın Ürünü,Buzdolabı,4,4,True,False,3.24,3,1,Yaz,59,Medium
Süt,Süt Ürünleri,Buzdolabı,-1,5,True,True,1.67,4,0,İlkbahar,100,Critical
Peynir,Süt Ürünleri,Buzdolabı,20,0,False,True,3.74,4,4,Kış,23,Low
Ispanak,Sebze,Dondurucu,5,0,False,True,3.18,2,0,Kış,36,Medium
Reçel,Kahvaltılık,Oda Sıcaklığı,74,0,False,False,3.07,0,1,İlkbahar,2,Low
Pirinç,Kuru Gıda,Dondurucu,177,0,False,False,3.47,1,0,Sonbahar,0,Low
Portakal,Meyve,Oda Sıcaklığı,17,6,True,False,4.7,6,2,İlkbahar,61,High
Limon,Meyve,Buzdolabı,21,0,False,False,0.96,5,5,İlkbahar,10,Low
Lavaş,Fırın Ürünü,Dondurucu,4,8,True,False,4.18,0,3,Yaz,44,Medium
Tost Ekmeği,Fırın Ürünü,Buzdolabı,7,0,False,False,2.88,3,2,Kış,16,Low
Kabak,Sebze,Buzdolabı,-1,3,True,True,0.39,6,5,İlkbahar,98,Critical
Limon,Meyve,Oda Sıcaklığı,9,0,False,False,1.44,6,1,Kış,34,Medium
Etli Yemek,Pişmiş Yemek,Dondurucu,2,0,False,True,0.98,2,1,Yaz,52,Medium
Armut,Meyve,Oda Sıcaklığı,8,0,False,True,1.14,4,5,Yaz,59,Medium
Ekmek,Fırın Ürünü,Buzdolabı,0,9,True,False,1.44,5,1,Sonbahar,96,Critical
Muz,Meyve,Oda Sıcaklığı,2,4,True,True,1.39,1,3,Sonbahar,94,Critical
Tavuk,Et Ürünleri,Oda Sıcaklığı,3,6,True,True,4.57,5,4,Kış,100,Critical
Makarna,Kuru Gıda,Dondurucu,234,0,False,False,2.53,5,5,Sonbahar,2,Low
Ayran,Süt Ürünleri,Buzdolabı,2,0,False,True,0.73,4,4,Yaz,62,High
Brokoli,Sebze,Oda Sıcaklığı,0,0,False,True,3.6,3,1,İlkbahar,88,Critical
Peynir,Süt Ürünleri,Oda Sıcaklığı,17,0,False,True,2.62,3,3,Sonbahar,43,Medium
Soğan,Sebze,Oda Sıcaklığı,9,6,True,False,3.03,6,4,İlkbahar,65,High
Kıyma,Et Ürünleri,Dondurucu,-2,0,False,True,0.75,6,5,Kış,62,High
Kabak,Sebze,Oda Sıcaklığı,4,0,False,True,2.59,6,2,İlkbahar,78,High
Lavaş,Fırın Ürünü,Oda Sıcaklığı,0,7,True,False,3.14,0,5,Sonbahar,72,High
Üzüm,Meyve,Buzdolabı,6,2,True,True,4.1,1,3,Kış,41,Medium
Peynir,Süt Ürünleri,Oda Sıcaklığı,-1,0,False,True,1.95,2,0,Yaz,94,Critical
Un,Kuru Gıda,Dondurucu,111,0,False,False,2.27,6,0,Sonbahar,16,Low
Bulgur,Kuru Gıda,Dondurucu,101,4,True,False,2.65,5,3,Kış,34,Medium
Kaşar Peyniri,Süt Ürünleri,Oda Sıcaklığı,6,2,True,True,3.3,2,1,Kış,71,High
Domates,Sebze,Oda Sıcaklığı,1,5,True,True,2.81,2,3,Yaz,100,Critical
Kabak,Sebze,Buzdolabı,-2,4,True,True,0.29,5,4,Yaz,100,Critical
Domates,Sebze,Buzdolabı,6,0,False,True,4.64,0,3,Sonbahar,17,Low
Üzüm,Meyve,Buzdolabı,1,2,True,True,4.15,4,5,Yaz,80,Critical
Ekmek,Fırın Ürünü,Dondurucu,2,0,False,False,0.39,2,5,İlkbahar,21,Low
Havuç,Sebze,Oda Sıcaklığı,8,0,False,False,2.02,3,5,Yaz,14,Low
Reçel,Kahvaltılık,Buzdolabı,41,0,False,False,3.57,4,5,İlkbahar,6,Low
Çorba,Pişmiş Yemek,Buzdolabı,-3,0,False,True,1.03,4,5,Yaz,70,High
Salam,Et Ürünleri,Buzdolabı,-3,9,True,True,4.49,2,0,Kış,100,Critical
Muz,Meyve,Dondurucu,-3,3,True,True,2.3,6,4,Kış,92,Critical
Lavaş,Fırın Ürünü,Oda Sıcaklığı,2,0,False,False,4.92,5,0,Sonbahar,55,Medium
Kıyma,Et Ürünleri,Dondurucu,2,9,True,True,1.59,5,5,İlkbahar,85,Critical
Armut,Meyve,Dondurucu,7,4,True,True,4.84,3,2,İlkbahar,51,Medium
Peynir,Süt Ürünleri,Buzdolabı,19,6,True,True,2.04,2,4,Kış,52,Medium
Kapalı Konserve,Konserve,Dondurucu,161,6,True,False,2.15,2,2,Yaz,33,Medium
Açılmış Konserve,Konserve,Buzdolabı,2,0,False,True,1.35,4,4,İlkbahar,54,Medium
Tost Ekmeği,Fırın Ürünü,Buzdolabı,3,1,True,False,0.56,2,2,İlkbahar,45,Medium
Portakal,Meyve,Oda Sıcaklığı,-3,8,True,False,1.43,2,0,Yaz,90,Critical
Makarna,Kuru Gıda,Buzdolabı,239,0,False,False,4.66,5,5,Kış,10,Low
Meyve Suyu,İçecek,Dondurucu,7,0,False,True,2.69,1,3,Sonbahar,13,Low
Marul,Sebze,Dondurucu,3,6,True,True,1.4,6,1,İlkbahar,87,Critical
Tavuk,Et Ürünleri,Oda Sıcaklığı,-2,8,True,True,4.29,4,0,Kış,100,Critical
Limon,Meyve,Dondurucu,2,3,True,False,2.2,5,3,Yaz,65,High
Mercimek,Kuru Gıda,Buzdolabı,148,0,False,False,0.49,3,5,Sonbahar,2,Low
Kaşar Peyniri,Süt Ürünleri,Buzdolabı,13,0,False,True,2.32,0,2,Sonbahar,11,Low
Nohut,Kuru Gıda,Oda Sıcaklığı,161,0,False,False,2.98,1,2,Sonbahar,4,Low
Çorba,Pişmiş Yemek,Oda Sıcaklığı,-3,2,True,True,4.56,2,4,Yaz,100,Critical
Meyve Suyu,İçecek,Oda Sıcaklığı,-2,0,False,True,2.61,2,3,İlkbahar,80,Critical
Mercimek,Kuru Gıda,Oda Sıcaklığı,100,0,False,False,2.39,1,2,Yaz,4,Low
Bulgur,Kuru Gıda,Dondurucu,144,0,False,False,3.6,6,1,Sonbahar,14,Low
Tost Ekmeği,Fırın Ürünü,Oda Sıcaklığı,3,0,False,False,3.12,3,4,Sonbahar,29,Low
Reçel,Kahvaltılık,Dondurucu,46,0,False,False,4.97,3,0,Sonbahar,4,Low
Süt,Süt Ürünleri,Buzdolabı,2,0,False,True,2.41,4,1,İlkbahar,60,High
Soğan,Sebze,Oda Sıcaklığı,15,2,True,False,4.11,4,4,Yaz,32,Medium
Ekmek,Fırın Ürünü,Dondurucu,1,0,False,False,2.21,5,0,Sonbahar,43,Medium
Nohut,Kuru Gıda,Oda Sıcaklığı,27,3,True,False,2.99,1,4,Yaz,28,Low
Karpuz,Meyve,Buzdolabı,4,6,True,True,0.68,4,2,İlkbahar,85,Critical
Un,Kuru Gıda,Oda Sıcaklığı,29,0,False,False,1.61,2,1,Sonbahar,10,Low
Nohut,Kuru Gıda,Oda Sıcaklığı,160,8,True,False,4.11,5,3,İlkbahar,55,Medium
Poğaça,Fırın Ürünü,Dondurucu,1,0,False,True,3.51,0,5,İlkbahar,28,Low
Çorba,Pişmiş Yemek,Buzdolabı,0,8,True,True,1.08,2,2,Yaz,100,Critical
Ekmek,Fırın Ürünü,Oda Sıcaklığı,2,0,False,False,0.33,0,3,Yaz,29,Low
Kırmızı Et,Et Ürünleri,Dondurucu,-3,0,False,True,1.05,1,4,İlkbahar,44,Medium
Açılmış Konserve,Konserve,Oda Sıcaklığı,2,0,False,True,0.4,2,0,İlkbahar,76,High
Elma,Meyve,Oda Sıcaklığı,18,0,False,False,1.88,6,1,Sonbahar,26,Low
Zeytinyağlı Yemek,Pişmiş Yemek,Dondurucu,4,0,False,True,3.16,1,5,Kış,22,Low
Kabak,Sebze,Oda Sıcaklığı,5,3,True,True,3.21,0,4,Sonbahar,78,High
Etli Yemek,Pişmiş Yemek,Buzdolabı,0,1,True,True,0.89,2,2,Kış,80,Critical
Süt,Süt Ürünleri,Dondurucu,1,8,True,True,3.62,2,5,İlkbahar,73,High
Süt,Süt Ürünleri,Oda Sıcaklığı,0,1,True,True,4.59,4,2,Yaz,100,Critical
Peynir,Süt Ürünleri,Dondurucu,16,2,True,True,4.53,2,4,Kış,27,Low
Karpuz,Meyve,Oda Sıcaklığı,-3,0,False,True,2.58,0,4,Kış,70,High
Makarna,Kuru Gıda,Dondurucu,95,0,False,False,4.46,4,1,Yaz,6,Low
Balık,Et Ürünleri,Oda Sıcaklığı,1,6,True,True,0.91,5,1,Sonbahar,100,Critical
Sucuk,Et Ürünleri,Oda Sıcaklığı,8,3,True,True,2.84,3,1,Yaz,91,Critical
Portakal,Meyve,Dondurucu,6,7,True,False,4.61,6,5,İlkbahar,51,Medium
Çilek,Meyve,Buzdolabı,-3,2,True,True,2.59,0,5,Yaz,74,High
Kıyma,Et Ürünleri,Buzdolabı,3,0,False,True,4.18,2,2,Sonbahar,40,Medium
Kabak,Sebze,Buzdolabı,-1,0,False,True,4.12,3,0,Yaz,76,High
Nohut,Kuru Gıda,Oda Sıcaklığı,7,2,True,False,1.57,1,2,Sonbahar,32,Medium
Krema,Süt Ürünleri,Oda Sıcaklığı,4,0,False,True,3.81,2,5,Kış,56,Medium
Ekmek,Fırın Ürünü,Dondurucu,-3,0,False,False,2.56,1,3,Sonbahar,31,Medium
Brokoli,Sebze,Oda Sıcaklığı,5,0,False,True,4.69,2,2,Kış,62,High
Yoğurt,Süt Ürünleri,Dondurucu,0,7,True,True,0.71,5,1,İlkbahar,100,Critical
Çilek,Meyve,Dondurucu,4,0,False,True,1.44,5,2,İlkbahar,44,Medium
Marul,Sebze,Oda Sıcaklığı,-3,9,True,True,4.04,4,1,Kış,100,Critical
Etli Yemek,Pişmiş Yemek,Oda Sıcaklığı,1,9,True,True,2.35,3,5,Sonbahar,100,Critical
Karpuz,Meyve,Oda Sıcaklığı,0,7,True,True,4.6,2,2,Sonbahar,100,Critical
Kapalı Konserve,Konserve,Dondurucu,279,0,False,False,1.01,6,5,Sonbahar,6,Low
Krema,Süt Ürünleri,Dondurucu,5,3,True,True,4.23,3,2,Sonbahar,64,High
Meyve Suyu,İçecek,Oda Sıcaklığı,3,1,True,True,2.36,3,5,İlkbahar,80,Critical
Domates,Sebze,Oda Sıcaklığı,-3,7,True,True,3.14,5,4,Yaz,100,Critical
Limon,Meyve,Dondurucu,3,1,True,False,2.36,1,0,İlkbahar,37,Medium
Şeker,Kuru Gıda,Oda Sıcaklığı,67,0,False,False,0.62,3,3,Yaz,10,Low
Süt,Süt Ürünleri,Dondurucu,0,0,False,True,3.34,5,1,İlkbahar,66,High
Peynir,Süt Ürünleri,Oda Sıcaklığı,0,0,False,True,0.38,0,5,Yaz,76,High
Portakal,Meyve,Buzdolabı,12,6,True,False,4.28,3,5,Sonbahar,39,Medium
Pişmiş Pilav,Pişmiş Yemek,Dondurucu,3,0,False,True,3.09,3,3,Sonbahar,34,Medium
Tavuk,Et Ürünleri,Oda Sıcaklığı,-2,0,False,True,3.5,3,1,Kış,88,Critical
