RecipeName,RecipeCategory,Difficulty,PreparationTimeMinutes,TotalIngredientCount,MatchedIngredientCount,MissingIngredientCount,MatchedIngredientRatio,RiskyIngredientCount,AverageDaysUntilExpiration,HasSensitiveIngredient,UserLikedSimilarRecipes,UserSavedSimilarRecipes,UserCookedSimilarRecipes,UserDislikedSimilarRecipes,ViewedSimilarRecipes,Season,RecommendationScore,RecommendationLabel
Mevsim Salata,Salata,Kolay,10,10,2,8,0.2,2,22,False,5,5,5,4,14,Yaz,53.0,Medium
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,4,1,3,0.25,1,9,True,1,1,4,2,7,Kış,45.15,Medium
Fırında Tavuk,Ana Yemek,Orta,45,7,7,0,1.0,3,0,False,3,0,0,0,6,Kış,100.0,High
Menemen,Kahvaltı,Kolay,20,7,0,7,0.0,0,3,False,4,3,0,4,9,Kış,0.0,Low
Muzlu Smoothie,Atıştırmalık,Kolay,7,9,4,5,0.444,1,11,True,7,6,3,3,9,Sonbahar,92.36,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,9,0,9,0.0,0,3,False,8,3,1,2,3,Yaz,11.6,Low
Domates Çorbası,Çorba,Kolay,25,4,0,4,0.0,0,28,True,3,1,5,0,10,İlkbahar,51.0,Medium
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,4,3,1,0.75,1,13,True,5,1,3,1,1,Kış,93.45,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,8,7,1,0.875,3,19,True,8,2,0,5,8,Sonbahar,100.0,High
Peynirli Tost,Kahvaltı,Kolay,10,6,4,2,0.667,0,2,True,4,2,1,0,6,İlkbahar,97.53,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,7,2,5,0.286,0,28,False,5,3,2,2,2,Kış,34.4,Low
Sütlaç,Tatlı,Orta,45,5,3,2,0.6,2,3,True,7,1,0,3,0,Sonbahar,68.0,Medium
Tavuklu Salata,Salata,Orta,25,9,6,3,0.667,1,7,False,4,6,0,5,8,Yaz,64.93,Medium
Menemen,Kahvaltı,Kolay,20,4,2,2,0.5,0,4,True,2,0,0,5,1,Kış,4.7,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,6,2,4,0.333,1,11,True,0,3,5,2,2,Yaz,52.07,Medium
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,5,4,1,0.8,4,25,True,5,5,5,2,2,Sonbahar,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,9,9,0,1.0,1,29,False,5,5,4,0,5,İlkbahar,100.0,High
Menemen,Kahvaltı,Kolay,20,5,5,0,1.0,2,28,True,7,6,1,3,4,İlkbahar,100.0,High
Mercimek Çorbası,Çorba,Kolay,30,4,4,0,1.0,3,6,True,7,2,1,1,7,Sonbahar,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,6,6,0,1.0,0,30,False,5,2,0,1,13,Yaz,100.0,High
Fırında Tavuk,Ana Yemek,Orta,45,5,0,5,0.0,0,17,True,2,3,5,5,7,Sonbahar,0.0,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,9,0,9,0.0,0,13,False,1,0,0,1,13,İlkbahar,0.0,Low
Domates Çorbası,Çorba,Kolay,25,5,4,1,0.8,2,17,True,4,1,4,1,6,İlkbahar,100.0,High
Tavuklu Salata,Salata,Orta,25,10,3,7,0.3,2,14,False,5,6,4,1,7,Sonbahar,77.9,High
Domates Çorbası,Çorba,Kolay,25,9,0,9,0.0,0,17,True,7,0,2,4,3,Kış,0.0,Low
Domates Çorbası,Çorba,Kolay,25,4,3,1,0.75,2,4,False,6,2,1,1,0,Kış,98.25,High
Mercimek Çorbası,Çorba,Kolay,30,7,0,7,0.0,0,27,False,8,0,3,4,11,Kış,0.0,Low
Peynirli Akdeniz Salatası,Salata,Kolay,15,7,0,7,0.0,0,23,False,3,6,4,2,5,İlkbahar,27.0,Low
Muzlu Pankek,Tatlı,Orta,25,10,6,4,0.6,2,9,False,1,5,0,2,4,Sonbahar,61.8,Medium
Sebzeli Pilav,Ana Yemek,Kolay,25,5,1,4,0.2,0,15,True,3,6,2,1,9,Kış,59.8,Medium
Domates Çorbası,Çorba,Kolay,25,7,7,0,1.0,3,2,True,5,3,5,4,10,Sonbahar,100.0,High
Sebze Çorbası,Çorba,Kolay,28,9,7,2,0.778,3,20,False,5,3,5,3,0,Kış,100.0,High
Sebzeli Omlet,Kahvaltı,Kolay,15,8,8,0,1.0,0,4,False,1,1,0,5,6,Kış,62.2,Medium
Kıymalı Makarna,Ana Yemek,Orta,30,8,3,5,0.375,1,18,True,7,6,5,3,1,İlkbahar,80.33,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,6,5,1,0.833,1,29,True,6,6,3,1,13,Kış,100.0,High
Yoğurt Çorbası,Çorba,Orta,35,10,5,5,0.5,2,10,True,4,5,4,2,1,Sonbahar,83.7,High
Sebzeli Omlet,Kahvaltı,Kolay,15,9,6,3,0.667,3,16,False,1,3,5,0,13,İlkbahar,100.0,High
Menemen,Kahvaltı,Kolay,20,7,5,2,0.714,4,25,True,6,4,2,3,13,Kış,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,9,3,6,0.333,2,3,False,1,6,1,4,9,Yaz,46.47,Medium
Sebzeli Omlet,Kahvaltı,Kolay,15,8,5,3,0.625,4,15,True,2,6,2,5,9,Sonbahar,99.67,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,6,2,4,0.333,0,13,False,2,3,4,2,11,İlkbahar,51.67,Medium
Yoğurt Çorbası,Çorba,Orta,35,7,2,5,0.286,0,16,True,2,1,5,4,6,Yaz,14.2,Low
Muzlu Pankek,Tatlı,Orta,25,7,6,1,0.857,2,22,True,0,0,5,5,0,Sonbahar,67.0,Medium
Fırında Tavuk,Ana Yemek,Orta,45,5,4,1,0.8,3,27,False,4,6,1,2,13,İlkbahar,100.0,High
Yoğurt Çorbası,Çorba,Orta,35,7,7,0,1.0,3,9,False,0,0,4,4,1,Sonbahar,85.2,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,6,3,3,0.5,3,24,False,7,6,1,2,11,Kış,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,5,1,4,0.2,1,19,False,8,3,0,1,13,Kış,57.0,Medium
Etli Sebze Yemeği,Ana Yemek,Zor,55,6,5,1,0.833,4,6,True,0,5,3,1,7,Kış,100.0,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,5,2,3,0.4,1,20,True,2,3,4,4,8,Sonbahar,56.6,Medium
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,5,0,5,0.0,0,7,True,5,0,1,3,13,Yaz,6.0,Low
Peynirli Akdeniz Salatası,Salata,Kolay,15,8,0,8,0.0,0,15,True,1,3,4,0,10,İlkbahar,26.0,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,6,3,3,0.5,1,28,False,7,0,0,1,2,İlkbahar,55.9,Medium
Kıymalı Makarna,Ana Yemek,Orta,30,4,4,0,1.0,1,4,False,7,1,5,5,1,İlkbahar,95.2,High
Fırında Tavuk,Ana Yemek,Orta,45,5,5,0,1.0,2,26,False,8,6,5,2,0,Yaz,100.0,High
Menemen,Kahvaltı,Kolay,20,9,7,2,0.778,4,18,False,3,1,0,5,7,Yaz,74.62,Medium
Sebzeli Sandviç,Atıştırmalık,Kolay,12,6,1,5,0.167,0,24,True,4,3,2,2,13,Kış,37.83,Low
Mevsim Salata,Salata,Kolay,10,5,5,0,1.0,4,8,False,3,5,1,1,14,Sonbahar,100.0,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,10,7,3,0.7,1,7,False,2,5,4,1,2,Sonbahar,100.0,High
Domates Çorbası,Çorba,Kolay,25,4,3,1,0.75,0,3,False,6,2,5,2,4,Sonbahar,100.0,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,8,2,6,0.25,0,7,True,1,0,3,3,1,Yaz,4.95,Low
Menemen,Kahvaltı,Kolay,20,9,8,1,0.889,4,10,False,2,3,2,3,0,İlkbahar,100.0,High
Muzlu Pankek,Tatlı,Orta,25,4,4,0,1.0,0,14,False,0,2,1,0,15,İlkbahar,84.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,10,4,6,0.4,0,5,False,6,3,1,4,3,Kış,26.6,Low
Etli Sebze Yemeği,Ana Yemek,Zor,55,9,6,3,0.667,0,6,False,5,2,4,2,14,İlkbahar,76.33,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,10,4,6,0.4,2,29,False,0,0,1,3,15,Yaz,19.0,Low
Etli Sebze Yemeği,Ana Yemek,Zor,55,4,3,1,0.75,2,6,True,5,1,3,2,2,Yaz,82.65,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,8,0,8,0.0,0,3,False,2,5,2,0,12,İlkbahar,34.0,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,6,5,1,0.833,4,5,True,7,6,0,2,1,Sonbahar,100.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,7,2,5,0.286,0,23,True,7,2,0,3,10,Kış,11.0,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,9,1,8,0.111,0,20,False,5,3,0,3,0,Yaz,0.0,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,9,4,5,0.444,2,27,False,0,3,0,4,1,İlkbahar,13.76,Low
Mevsim Salata,Salata,Kolay,10,5,5,0,1.0,1,12,True,4,0,1,2,11,Yaz,100.0,High
Fırında Tavuk,Ana Yemek,Orta,45,4,0,4,0.0,0,8,False,3,5,3,5,5,Kış,0.0,Low
Peynirli Akdeniz Salatası,Salata,Kolay,15,7,0,7,0.0,0,3,False,4,0,0,5,14,Yaz,0.0,Low
Mevsim Salata,Salata,Kolay,10,6,6,0,1.0,2,24,False,6,3,1,2,15,Kış,100.0,High
Sebzeli Omlet,Kahvaltı,Kolay,15,6,5,1,0.833,3,26,True,3,1,2,0,1,Sonbahar,100.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,6,0,6,0.0,0,15,True,1,1,1,2,15,Yaz,0.0,Low
Kıymalı Makarna,Ana Yemek,Orta,30,6,2,4,0.333,0,2,False,6,4,0,5,15,Yaz,28.67,Low
Sebze Çorbası,Çorba,Kolay,28,10,7,3,0.7,2,12,True,0,6,5,2,10,İlkbahar,100.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,8,3,5,0.375,3,25,False,3,4,3,1,6,Yaz,84.33,High
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,7,5,2,0.714,2,4,True,1,1,2,0,4,Sonbahar,98.8,High
Yoğurt Çorbası,Çorba,Orta,35,6,0,6,0.0,0,8,True,4,2,4,4,8,Kış,0.0,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,10,5,5,0.5,4,16,True,3,6,5,2,10,Yaz,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,7,5,2,0.714,0,21,False,1,6,5,5,9,Yaz,80.8,High
Fırında Tavuk,Ana Yemek,Orta,45,5,0,5,0.0,0,14,False,3,0,2,1,7,Yaz,0.0,Low
Muzlu Smoothie,Atıştırmalık,Kolay,7,5,1,4,0.2,1,8,True,8,4,0,5,10,Sonbahar,39.0,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,4,2,2,0.5,2,29,True,4,2,0,5,1,Sonbahar,34.7,Low
Etli Sebze Yemeği,Ana Yemek,Zor,55,4,0,4,0.0,0,24,False,0,6,3,4,10,Kış,0.0,Low
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,6,6,0,1.0,1,29,True,6,3,0,2,14,Sonbahar,100.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,8,2,6,0.25,1,0,False,2,2,4,1,1,Yaz,45.95,Medium
Mevsim Salata,Salata,Kolay,10,8,3,5,0.375,1,6,False,4,5,4,0,9,İlkbahar,98.92,High
Kıymalı Makarna,Ana Yemek,Orta,30,4,0,4,0.0,0,12,True,5,1,5,0,8,Yaz,51.6,Medium
Sebzeli Pilav,Ana Yemek,Kolay,25,9,1,8,0.111,1,14,True,5,0,2,5,14,İlkbahar,0.0,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,10,7,3,0.7,4,14,False,3,1,0,0,12,Kış,100.0,High
Sütlaç,Tatlı,Orta,45,4,3,1,0.75,2,27,False,1,0,2,3,0,Yaz,44.25,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,8,5,3,0.625,2,4,False,2,3,2,1,0,Kış,87.88,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,4,3,1,0.75,3,20,True,3,0,1,4,10,Sonbahar,76.25,High
Sütlaç,Tatlı,Orta,45,8,7,1,0.875,1,29,False,0,2,2,2,1,Yaz,70.83,Medium
Muzlu Smoothie,Atıştırmalık,Kolay,7,9,9,0,1.0,1,14,False,3,2,1,3,1,Sonbahar,98.2,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,5,2,3,0.4,1,24,False,1,3,1,0,8,İlkbahar,60.6,Medium
Tavuklu Salata,Salata,Orta,25,8,1,7,0.125,0,0,True,6,3,5,1,12,Yaz,66.38,Medium
Muzlu Pankek,Tatlı,Orta,25,6,0,6,0.0,0,9,False,4,0,2,0,8,Kış,6.6,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,9,6,3,0.667,2,18,False,5,4,0,0,7,İlkbahar,100.0,High
Sebze Çorbası,Çorba,Kolay,28,5,2,3,0.4,2,18,True,5,1,3,3,14,İlkbahar,69.0,Medium
Kıymalı Makarna,Ana Yemek,Orta,30,7,0,7,0.0,0,8,True,1,0,1,3,14,Sonbahar,0.0,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,6,2,4,0.333,2,2,False,6,5,5,5,10,İlkbahar,86.67,High
Mercimek Çorbası,Çorba,Kolay,30,10,1,9,0.1,1,23,False,5,2,1,2,2,Yaz,0.0,Low
Yoğurt Çorbası,Çorba,Orta,35,6,6,0,1.0,2,25,True,7,6,3,4,12,Kış,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,9,1,8,0.111,0,10,True,3,2,0,4,5,İlkbahar,0.0,Low
Sebze Çorbası,Çorba,Kolay,28,8,6,2,0.75,1,13,False,3,0,0,0,8,Sonbahar,78.85,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,4,2,2,0.5,1,30,False,2,6,2,1,2,Yaz,76.9,High
Sütlaç,Tatlı,Orta,45,9,0,9,0.0,0,10,False,2,3,0,1,4,Sonbahar,0.0,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,7,1,6,0.143,0,12,False,3,5,2,5,4,İlkbahar,0.0,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,6,4,2,0.667,2,8,True,2,4,2,4,8,Yaz,78.93,High
Peynirli Tost,Kahvaltı,Kolay,10,7,7,0,1.0,2,28,False,5,4,4,5,1,Yaz,100.0,High
Sütlaç,Tatlı,Orta,45,5,0,5,0.0,0,21,False,3,4,4,1,9,İlkbahar,30.8,Low
Menemen,Kahvaltı,Kolay,20,8,7,1,0.875,1,30,True,0,5,2,2,11,Kış,100.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,5,2,3,0.4,1,6,False,5,0,4,5,3,İlkbahar,39.6,Low
Peynirli Tost,Kahvaltı,Kolay,10,6,6,0,1.0,4,19,True,2,0,3,5,4,Kış,100.0,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,4,2,2,0.5,0,5,False,0,1,2,1,11,Yaz,53.5,Medium
Peynirli Tost,Kahvaltı,Kolay,10,4,4,0,1.0,3,18,True,5,5,5,2,13,Kış,100.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,4,2,2,0.5,0,27,False,3,5,5,5,9,İlkbahar,56.3,Medium
Fırında Tavuk,Ana Yemek,Orta,45,8,0,8,0.0,0,10,True,4,5,2,3,5,Kış,0.0,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,5,1,4,0.2,0,9,True,1,0,1,5,3,Yaz,0.0,Low
Kıymalı Makarna,Ana Yemek,Orta,30,4,4,0,1.0,0,15,True,4,0,3,5,2,Sonbahar,58.4,Medium
Mercimek Çorbası,Çorba,Kolay,30,6,4,2,0.667,4,7,True,7,0,1,4,4,Sonbahar,92.13,High
Fırında Tavuk,Ana Yemek,Orta,45,6,0,6,0.0,0,16,True,7,3,3,3,14,Yaz,21.0,Low
Peynirli Akdeniz Salatası,Salata,Kolay,15,7,5,2,0.714,3,22,False,3,5,0,5,8,Kış,79.6,High
Mevsim Salata,Salata,Kolay,10,4,2,2,0.5,2,3,False,4,2,5,4,8,Yaz,90.1,High
Mevsim Salata,Salata,Kolay,10,5,5,0,1.0,2,7,False,5,1,1,2,11,İlkbahar,100.0,High
Sebzeli Omlet,Kahvaltı,Kolay,15,7,6,1,0.857,2,3,False,4,5,1,0,10,İlkbahar,100.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,10,5,5,0.5,4,14,True,4,1,1,1,15,Kış,85.5,High
Sebze Çorbası,Çorba,Kolay,28,5,1,4,0.2,0,18,True,2,5,3,2,3,Yaz,41.6,Low
Etli Sebze Yemeği,Ana Yemek,Zor,55,4,0,4,0.0,0,1,True,6,3,0,2,2,İlkbahar,14.4,Low
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,5,3,2,0.6,0,8,True,2,3,3,1,14,Kış,85.0,High
Mevsim Salata,Salata,Kolay,10,4,0,4,0.0,0,21,True,7,4,2,5,2,İlkbahar,17.4,Low
Yoğurtlu Havuç Salatası,Salata,Kolay,15,8,5,3,0.625,2,23,True,6,4,4,3,10,Yaz,100.0,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,5,0,5,0.0,0,25,True,0,2,0,0,15,Sonbahar,0.0,Low
Kıymalı Makarna,Ana Yemek,Orta,30,7,2,5,0.286,0,21,False,7,3,4,2,6,Kış,51.2,Medium
Sebzeli Sandviç,Atıştırmalık,Kolay,12,10,2,8,0.2,0,3,False,7,6,4,2,13,Sonbahar,70.0,Medium
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,7,5,2,0.714,3,5,True,4,3,3,4,7,İlkbahar,100.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,4,3,1,0.75,2,29,False,2,2,1,0,13,İlkbahar,99.25,High
Kıymalı Makarna,Ana Yemek,Orta,30,9,0,9,0.0,0,25,False,8,6,5,4,2,Kış,13.4,Low
Sebze Çorbası,Çorba,Kolay,28,6,1,5,0.167,1,22,True,1,1,4,0,5,Kış,43.83,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,5,2,3,0.4,0,12,True,1,5,0,1,1,İlkbahar,42.2,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,7,0,7,0.0,0,15,False,7,6,0,5,2,Kış,0.0,Low
Mevsim Salata,Salata,Kolay,10,7,7,0,1.0,3,14,True,5,1,3,1,12,Kış,100.0,High
Fırında Tavuk,Ana Yemek,Orta,45,5,3,2,0.6,1,7,False,8,4,2,3,6,İlkbahar,85.2,High
Sebzeli Pilav,Ana Yemek,Kolay,25,8,8,0,1.0,1,25,False,0,6,2,1,9,Sonbahar,100.0,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,4,2,2,0.5,1,30,False,7,1,4,1,8,Kış,94.1,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,6,5,1,0.833,3,25,True,8,1,4,1,5,Kış,100.0,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,6,4,2,0.667,3,0,False,7,3,3,2,12,Kış,100.0,High
Mercimek Çorbası,Çorba,Kolay,30,7,3,4,0.429,0,29,False,8,2,1,3,1,Yaz,38.2,Low
Sebze Çorbası,Çorba,Kolay,28,8,7,1,0.875,2,8,False,3,2,2,2,12,Yaz,100.0,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,10,8,2,0.8,1,7,True,2,4,2,4,6,İlkbahar,97.2,High
Sebzeli Pilav,Ana Yemek,Kolay,25,5,5,0,1.0,4,6,True,4,6,3,3,7,Kış,100.0,High
Sütlaç,Tatlı,Orta,45,8,4,4,0.5,4,14,False,0,6,0,2,8,Yaz,71.1,Medium
Muzlu Pankek,Tatlı,Orta,25,8,8,0,1.0,0,25,False,8,1,1,0,7,Yaz,100.0,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,6,2,4,0.333,2,26,True,0,4,2,3,8,Kış,39.27,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,9,8,1,0.889,2,20,False,0,4,0,3,6,Yaz,88.31,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,10,5,5,0.5,3,26,True,4,5,1,0,11,Yaz,100.0,High
Yoğurt Çorbası,Çorba,Orta,35,9,8,1,0.889,4,7,False,7,4,1,3,3,Sonbahar,100.0,High
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,9,1,8,0.111,0,20,False,6,0,3,0,14,Yaz,23.89,Low
Tavuklu Salata,Salata,Orta,25,8,8,0,1.0,0,4,True,3,2,1,5,4,Sonbahar,76.8,High
Peynirli Tost,Kahvaltı,Kolay,10,4,4,0,1.0,4,20,True,4,1,5,3,5,Sonbahar,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,7,1,6,0.143,0,23,True,6,0,2,3,12,Kış,13.0,Low
Menemen,Kahvaltı,Kolay,20,9,7,2,0.778,4,28,False,0,6,2,5,0,Sonbahar,91.22,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,6,5,1,0.833,2,24,True,8,3,3,3,12,İlkbahar,100.0,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,8,3,5,0.375,2,14,True,8,5,0,5,4,Sonbahar,42.92,Low
Yoğurt Çorbası,Çorba,Orta,35,7,5,2,0.714,2,24,True,4,6,2,2,8,Sonbahar,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,8,6,2,0.75,4,1,True,0,3,0,4,2,Yaz,91.65,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,5,1,4,0.2,0,9,True,5,5,1,4,3,Yaz,28.6,Low
Muzlu Smoothie,Atıştırmalık,Kolay,7,7,1,6,0.143,0,23,False,8,2,4,2,13,Sonbahar,48.0,Medium
Sütlaç,Tatlı,Orta,45,5,0,5,0.0,0,20,False,7,0,1,3,9,Sonbahar,0.0,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,9,8,1,0.889,1,16,True,8,1,1,0,11,İlkbahar,100.0,High
Sebzeli Pilav,Ana Yemek,Kolay,25,7,2,5,0.286,1,23,False,1,3,0,0,2,Kış,28.4,Low
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,9,8,1,0.889,3,23,True,5,2,5,0,7,Sonbahar,100.0,High
Sebze Çorbası,Çorba,Kolay,28,10,7,3,0.7,0,17,False,5,5,0,3,12,İlkbahar,77.5,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,5,2,3,0.4,1,18,True,6,0,4,5,4,Kış,44.8,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,8,0,8,0.0,0,29,True,5,2,1,4,10,İlkbahar,0.0,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,8,6,2,0.75,1,13,True,0,5,0,2,4,Sonbahar,80.05,High
Sebzeli Pilav,Ana Yemek,Kolay,25,9,3,6,0.333,3,25,True,4,2,4,2,7,İlkbahar,73.07,Medium
Sütlaç,Tatlı,Orta,45,6,4,2,0.667,1,28,False,3,6,2,3,8,Sonbahar,77.93,High
Menemen,Kahvaltı,Kolay,20,5,4,1,0.8,4,20,False,4,4,3,3,4,İlkbahar,100.0,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,8,2,6,0.25,2,9,True,4,4,1,3,15,Sonbahar,47.75,Medium
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,6,5,1,0.833,0,0,False,8,3,0,0,5,Yaz,100.0,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,9,9,0,1.0,0,1,False,5,6,5,0,12,Kış,100.0,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,9,2,7,0.222,1,19,True,2,2,1,1,7,Kış,26.18,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,6,1,5,0.167,0,16,True,3,0,4,2,12,Sonbahar,30.83,Low
Menemen,Kahvaltı,Kolay,20,10,10,0,1.0,0,17,False,8,5,5,0,7,Sonbahar,100.0,High
Yoğurt Çorbası,Çorba,Orta,35,4,2,2,0.5,2,2,True,0,4,3,4,6,İlkbahar,64.7,Medium
Peynirli Akdeniz Salatası,Salata,Kolay,15,6,4,2,0.667,1,29,True,1,2,4,4,13,Sonbahar,73.33,Medium
Peynirli Tost,Kahvaltı,Kolay,10,8,5,3,0.625,0,14,True,0,0,0,5,11,Yaz,14.88,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,10,2,8,0.2,2,12,False,3,5,0,2,2,Sonbahar,10.4,Low
Mevsim Salata,Salata,Kolay,10,9,4,5,0.444,1,19,True,8,4,0,1,14,İlkbahar,85.56,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,9,2,7,0.222,2,5,True,0,4,3,5,6,Sonbahar,21.98,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,4,3,1,0.75,0,20,False,5,6,3,2,1,İlkbahar,98.45,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,6,1,5,0.167,0,29,False,4,2,0,0,1,İlkbahar,20.03,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,6,3,3,0.5,2,4,True,1,6,5,1,11,Yaz,100.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,10,3,7,0.3,3,7,False,5,5,1,2,8,Yaz,63.1,Medium
Mevsim Salata,Salata,Kolay,10,5,2,3,0.4,2,29,False,1,4,3,0,7,Yaz,85.4,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,6,1,5,0.167,0,30,False,8,2,1,5,5,Sonbahar,6.83,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,4,3,1,0.75,1,8,False,6,4,0,3,15,Kış,86.25,High
Sütlaç,Tatlı,Orta,45,10,4,6,0.4,0,10,False,8,1,2,5,8,Kış,14.6,Low
Domates Çorbası,Çorba,Kolay,25,4,3,1,0.75,3,18,True,1,1,1,2,6,İlkbahar,81.45,High
Mevsim Salata,Salata,Kolay,10,10,5,5,0.5,1,29,True,1,2,5,4,11,Sonbahar,59.5,Medium
Sebzeli Pilav,Ana Yemek,Kolay,25,7,3,4,0.429,3,11,True,6,1,0,1,14,Yaz,79.0,High
Yoğurt Çorbası,Çorba,Orta,35,9,8,1,0.889,1,30,True,0,6,4,0,4,İlkbahar,100.0,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,10,9,1,0.9,3,24,False,5,4,3,4,13,İlkbahar,100.0,High
Sebzeli Omlet,Kahvaltı,Kolay,15,6,0,6,0.0,0,12,True,7,2,1,2,14,Kış,23.0,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,6,4,2,0.667,0,17,False,5,4,5,5,4,İlkbahar,75.13,High
Yoğurt Çorbası,Çorba,Orta,35,6,0,6,0.0,0,27,True,0,5,5,1,13,İlkbahar,31.0,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,5,1,4,0.2,0,2,False,8,1,1,1,2,Yaz,49.4,Medium
Muzlu Pankek,Tatlı,Orta,25,4,4,0,1.0,1,22,False,1,2,2,3,3,İlkbahar,70.6,Medium
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,6,0,6,0.0,0,15,True,5,0,3,3,7,İlkbahar,5.4,Low
Muzlu Pankek,Tatlı,Orta,25,9,9,0,1.0,0,3,True,6,1,3,1,9,Kış,100.0,High
